molecule_chembl_id,canonical_smiles,reason,split
CHEMBL5978541,O=C1c2sccc2CN1c1cccc(-c2nncn2C2CC2)n1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5844355,Cc1cc2c(s1)C(=O)N(c1cccc(-c3nncn3C3CC3)n1)C2,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5766194,CCc1cc2c(s1)C(=O)N(c1cccc(-c3nncn3C3CC3)n1)C2,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5811360,Cc1csc2c1CN(c1cccc(-c3nncn3C3CC3)n1)C2=O,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5851378,O=C1c2scc(Br)c2CN1c1cccc(-c2nncn2C2CC2)n1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5831706,COc1cc2c(s1)C(=O)N(c1cccc(-c3nncn3C3CC3)n1)C2,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL3961404,C[C@H](n1cnnc1-c1nc(NC(=O)c2cc(-n3cnc(C4CC4)c3)c(N3CCC4(CC3)COC4)cn2)cs1)C(F)(F)F,Spiro atoms cause C++ RDKit hang,train
CHEMBL5968252,Cn1nccc1-c1ccc2c(c1)C(=O)Nc1cccc(n1)-c1nncn1CCCCO2,Bridgehead atoms cause C++ RDKit hang,train
CHEMBL5968965,Cc1cc(-c2ccc3c(c2)C(=O)Nc2cccc(n2)-c2nncn2CCCCO3)n(C)n1,Bridgehead atoms cause C++ RDKit hang,train
CHEMBL4762235,CC(C)n1cnnc1-c1cccc(NC(=O)OCc2ccccc2)n1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL6021404,O=C1c2ccccc2CN1c1nccc(-c2nncn2C2CC2)n1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL3973753,O=C(Nc1csc(-c2nncn2C2CC2)n1)c1cc(-n2cnc(C3CC3)c2)c(N2CC3(CCOCC3)C2)cn1,Spiro atoms cause C++ RDKit hang,train
CHEMBL5918435,O=C(c1ccc2c(c1)CN(c1cccc(-c3nncn3C3CC3)n1)C2=O)N1CCSCC1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5748729,Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3[C@@H]3CCOC3)n2)cc1-n1cnc(C2CC2)c1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5844895,Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3[C@H]3CCOC3)n2)cc1-n1cnc(C2CC2)c1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL6059094,CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cn2)CN(C(=O)OCc2ccccc2)C3)n1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5962982,O=C1Nc2cccc(n2)-c2nncn2CCCCOc2cc(F)c(-c3cncnc3)cc21,Bridgehead atoms cause C++ RDKit hang,train
CHEMBL5868743,C[C@H]1CCCOc2cc(F)c(-c3cncnc3)cc2C(=O)Nc2cccc(n2)-c2nncn21,Bridgehead atoms cause C++ RDKit hang,train
CHEMBL5970189,Cc1cc(F)c(C(=O)Nc2cccc(-n3nnnc3C(C)C)n2)cc1-n1cnc(C(F)(F)F)c1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5948166,Cc1cc(F)c(C(=O)Nc2cccc(-n3nnnc3C(C)C)n2)cc1-n1cnc(C(C)(C)C)c1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5901410,COc1cc2c(cc1C(=O)Nc1cccc(-c3nncn3C(C)C)n1)C(=O)N(C(C)C)C2,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL6024081,CC(C)N1Cc2cc(F)c(C(=O)Nc3cccc(-c4nncn4C(C)C)n3)cc2C1=O,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5777221,Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3C(C)C)n2)cc1-n1cnc(C(F)(F)F)c1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5909662,Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3[C@H](C)CO)n2)cc1-n1cnc(C(F)(F)F)c1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5846515,Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3C(C)C)n2)cc1-n1cnc(C(C)(C)C)c1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5805615,CC(=O)OC[C@@H](C)n1nnnc1-c1cccc(NC(=O)c2cc(-n3cnc(C(C)(C)C)c3)c(C)cc2F)n1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL4744931,CC(C)n1cnnc1-c1cccc(NC(=O)Nc2ccc(-c3ccn(C)n3)cn2)n1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5948938,Cc1cnc(C(=O)Nc2cccc(-n3nnnc3C(C)C)n2)cc1-c1cnn(C2CC2)c1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL6056097,CC(C)n1cnnc1-c1cccc(NC(=O)c2cc(CC(=O)c3ccc(F)c(F)c3)ccc2F)n1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5844202,O=C(Cc1ccc(F)c(C(=O)Nc2cccc(-c3nncn3C(CF)CF)n2)c1)c1ccccc1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5837342,C.C[C@H](CO)n1cnnc1-c1cccc(NC(=O)c2cc(CC(=O)c3ccccc3)ccc2F)n1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL6041051,CC(C)n1cnnc1-c1cccc(N2CCN(CCc3cnc(C4CC4)nc3)C2=O)n1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5753906,Cc1cc2ncn(-c3cccc(-c4nncn4C4CCOCC4)n3)c(=O)c2cc1-n1cnc(C2CC2)c1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL6013421,CC1(C)COc2c(NC(=O)c3cc(-n4cnc(C5CC5)c4)c(N4CCOCC4)cn3)cccc2-c2nncn21,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5760486,C[C@H]1COc2c(NC(=O)c3cc(-n4cnc(C5CC5)c4)c(N4CCOCC4)cn3)cccc2-c2nncn21,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5832635,C[C@@H]1COc2c(NC(=O)c3cc(-n4cnc(C5CC5)c4)c(N4CCOCC4)cn3)cccc2-c2nncn21,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5939872,O=C(Nc1cccc2c1OCCn1cnnc1-2)c1cc(-n2cnc(C3CC3)c2)c(N2CCOCC2)cn1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5835921,O=C(NC1CC1)c1ccc2c(c1)CN(c1cccc(-c3nncn3C3CC3)n1)C2=O,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL4754232,CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cnccn2)n1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5962794,Cc1cnc(C(=O)Nc2cccc(-n3nnnc3C(C)C)n2)cc1-c1cnn(C(C)(C)C)c1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5909836,Cc1cnc(C(=O)Nc2cccc(-n3nnnc3C(C)C)n2)cc1-c1cnn(C(C)C)c1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5841644,Cc1cnc(C(=O)Nc2cccc(-n3nnnc3C(C)C)n2)cc1-c1cnn(C(F)(F)F)c1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5808077,CC(C)n1cnnc1-c1cccc(N2Cc3ccc(-c4ccc5cc(C(=O)O)[nH]c5c4)cc3C2=O)n1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5811326,CC(C)n1cnnc1-c1cccc(N2Cc3ccsc3C2=O)n1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL6043682,Cc1cnc(C(=O)Nc2cccc(-n3nnnc3C(C)C)n2)cc1-n1cnc(C2CC2)c1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL2205631,CNCc1ccc2nc(NC(=O)c3ccc(C(C)(C)C)cc3)cn2c1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL2205630,CC(C)(C)c1ccc(C(=O)Nc2cn3cc(CO)ccc3n2)cc1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL2205629,CC(C)(C)c1ccc(C(=O)Nc2cn3cc(Br)ccc3n2)cc1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL2205628,CC(C)(C)c1ccc(C(=O)Nc2cn3cc(Cl)ccc3n2)cc1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL2205627,CC(C)(C)c1ccc(C(=O)Nc2cn3cc(F)ccc3n2)cc1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL2205626,Cc1ccc2nc(NC(=O)c3ccc(C(C)(C)C)cc3)cn2c1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5743687,CC(C)N1Cc2cnc(C(=O)Nc3cccc(-c4nnnn4[C@H](C)CO)n3)cc2C1=O,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5562668,CC(C)n1cnnc1-c1cccc(N2Cc3ccc(-n4cnc(C5CC5)c4)cc3C2=O)n1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5561877,Cc1cc2c(cc1-n1cnc(C3CC3)c1)C(=O)N(c1cccc(-c3nncn3C(C)C)n1)C2,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL4470285,O=C1Nc2cccc(n2)-c2nncn2CCCOc2ccccc21,Bridgehead atoms cause C++ RDKit hang,train
CHEMBL5850438,O=C1Nc2cccc(n2)-c2nncn2CCCOc2ccc(Br)cc21,Bridgehead atoms cause C++ RDKit hang,train
CHEMBL5936841,O=C1c2cc(-c3cncnc3)ccc2CN1c1cccc(-c2nncn2C2CC2)n1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5895330,Cc1ncc(-c2ccc3c(c2)C(=O)N(c2cccc(-c4nncn4C4CC4)n2)C3)cn1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5556467,Cc1cc2c(cc1-n1cnc(C3CC3)c1)C(=O)N(c1cccc(-c3nncn3C(C)C)n1)CC2,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5568074,CC(C)n1cnnc1-c1cccc(N2CCc3ccc(-n4cnc(C5CC5)c4)cc3C2=O)n1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5559927,CC(C)n1cnnc1-c1cccc(N2CC(C)(C)c3ccc(-n4cnc(C5CC5)c4)cc3C2=O)n1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5964859,CC(C)n1cnnc1-c1cccc(N2CCc3cc(Cl)c(-n4cnc(C5CC5)c4)cc3C2=O)n1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5739608,CC(C)n1cnnc1-c1cccc(-n2cnc3cc(-c4cccnc4)c(-n4cnc(C5CC5)c4)cc3c2=O)n1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5760339,Cc1ccc(-c2cc3ncn(-c4cccc(-c5nncn5C(C)C)n4)c(=O)c3cc2-n2cnc(C3CC3)c2)cn1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5943675,COc1ccc(-c2cc3ncn(-c4cccc(-c5nncn5C(C)C)n4)c(=O)c3cc2-n2cnc(C3CC3)c2)cn1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5988998,CC(C)n1cnnc1-c1cccc(-n2cnc3cc(-c4ccc(N)nc4)c(-n4cnc(C5CC5)c4)cc3c2=O)n1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL4847905,CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3ccc(-c4cnn(C5CCOCC5)c4)cc3[nH]2)n1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5772652,Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5909410,CC(=O)OCC(C)n1nnnc1-c1cccc(NC(=O)c2cc(-n3cnc(C4CC4)c3)c(C)cc2F)n1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL6040656,CC(=O)OC[C@@H](C)n1nnnc1-c1cccc(NC(=O)c2cc(-n3cnc(C4CC4)c3)c(C)cc2F)n1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5849541,Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3[C@H](C)CO)n2)cc1-n1cnc(C2CC2)c1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL6002542,Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3CC(C)C)n2)cc1-n1cnc(C2CC2)c1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5959145,Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3CC(F)F)n2)cc1-n1cnc(C2CC2)c1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5957414,Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3CC(C)(C)C)n2)cc1-n1cnc(C2CC2)c1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5783318,Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3[C@H](C)CF)n2)cc1-n1cnc(C2CC2)c1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5851667,Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3[C@@H](C)CF)n2)cc1-n1cnc(C2CC2)c1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5926416,Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3C(C)C(F)(F)F)n2)cc1-n1cnc(C2CC2)c1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5814645,Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3C(C)C(=O)O)n2)cc1-n1cnc(C2CC2)c1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5834841,CC(=O)NC[C@@H](C)n1nnnc1-c1cccc(NC(=O)c2cc(-n3cnc(C4CC4)c3)c(C)cc2F)n1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL6005817,Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3[C@H](C)CCO)n2)cc1-n1cnc(C2CC2)c1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5839539,CC(=O)OCC[C@@H](C)n1nnnc1-c1cccc(NC(=O)c2cc(-n3cnc(C4CC4)c3)c(C)cc2F)n1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL6015111,CCCC(=O)OC[C@@H](C)n1nnnc1-c1cccc(NC(=O)c2cc(-n3cnc(C4CC4)c3)c(C)cc2F)n1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5945418,Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3C(CO)CO)n2)cc1-n1cnc(C2CC2)c1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5844537,CC(C)n1nnnc1-c1cccc(NC(=O)c2cc(-n3cnc(C4CC4)c3)c(C(F)F)cc2F)n1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL6062879,C[C@H](CO)n1nnnc1-c1cccc(NC(=O)c2cc(-n3cnc(C4CC4)c3)c(C(F)F)cc2F)n1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5928360,C[C@H](CO)n1nnnc1-c1cccc(NC(=O)c2cc(-n3cnc(C4CC4)c3)c(CO)cc2F)n1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5986352,CC(C)n1nnnc1-c1cccc(NC(=O)c2cc(-n3cnc(C4CC4)c3)c(C(F)(F)F)cc2F)n1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5834380,COc1cc(C)c(-n2cnc(C3CC3)c2)cc1C(=O)Nc1cccc(-c2nnnn2C(C)C)n1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5985759,COc1cc(C)c(-n2cnc(C3CC3)c2)cc1C(=O)Nc1cccc(-c2nnnn2[C@H](C)CO)n1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5804066,CC(=O)OC[C@H](C)n1nnnc1-c1cccc(NC(=O)c2cc(-n3cnc(C4CC4)c3)c(C)cc2F)n1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5802743,Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3[C@@H](C)CO)n2)cc1-n1cnc(C2CC2)c1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5825731,Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3C(C)CO)n2)cc1-n1cnc(C2CC2)c1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5996048,COc1cc(C)c(-n2cnc(C3CC3)c2)cc1C(=O)Nc1cccc(-c2nnnn2C(C)CO)n1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5872439,O=C1Nc2cccc(n2)-c2nncn2C/C=C\CCOc2ccccc21,Bridgehead atoms cause C++ RDKit hang,train
CHEMBL5774163,O=C1Nc2cccc(n2)-c2nncn2C/C=C\CCOc2cc(F)c(Br)cc21,Bridgehead atoms cause C++ RDKit hang,train
CHEMBL6044076,C[C@H](CO)n1nnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCN(C(=O)N2CCC2)C3)n1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5431768,CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cc2F)OCc2cncn2-3)n1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL3644043,C[C@](O)(CO)c1ccc(C(=O)Nc2cc3c(ccn3C3CC3)cn2)cc1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL3644048,C[C@](O)(CO)c1ccc(C(=O)Nc2cc3c(cn2)c(Br)cn3C2CC2)cc1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL3644049,C[C@](O)(CO)c1ccc(C(=O)Nc2cc3c(cn2)c(Cl)cn3C2CC2)cc1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL3644053,CC(C)(CO)c1ccc(C(=O)Nc2cc3c(cn2)c(Cl)cn3C2CC2)cc1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL6019875,Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1C1CC1NS(=O)(=O)C1CC1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5437066,O=C(Nc1cccc(-c2nncn2C2CC2)n1)c1cc(Br)cn(Cc2ccccc2F)c1=O,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5782232,CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cn2)CCN(S(=O)(=O)c2ccccc2)C3)n1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5842827,C[C@H](CO)n1cnnc1-c1cccc(NC(=O)c2cc3c(cn2)CCN(S(=O)(=O)c2ccccc2)C3)n1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL4286022,CC(C)n1cnnc1-c1cccc(NC(=O)c2cccc(-c3ncc[nH]3)c2)n1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL4758606,CC(C)n1cnnc1-c1cccc(NC(=O)Nc2nc3ccccc3[nH]2)n1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL4284524,O=C1NCc2c1c1c3ccccc3[nH]c1c1[nH]c3ccc(O)cc3c21,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL4294912,O=C1NCc2c1c1c3cc(O)ccc3[nH]c1c1[nH]c3ccccc3c21,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL4284275,COC1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3ccc(O)cc3c21,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL6036447,Cc1c[nH]c2ncnc(N3CCC(NC(=O)c4cc(N)ncc4F)CC3)c12,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5812512,Cc1c[nH]c2ncnc(N3CCC(NC(=O)c4cc(N)ncc4Cl)CC3)c12,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5746514,Nc1cc(C(=O)NC2CCN(c3ncnc4[nH]cc(Cl)c34)CC2)ccn1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5770629,Nc1cc(C(=O)NC2CCN(c3ncnc4[nH]cc(Cl)c34)CC2)c(F)cn1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5799275,Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3[C@H]3CCOC3)n2)cc1-c1cnn(C2CC2)c1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5878719,Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3[C@@H]3CCOC3)n2)cc1-c1cnn(C2CC2)c1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL3402506,CCCCCOc1ccc(C2C(C(=O)c3ccc4c(c3)OCCO4)=C(O)C(=O)N2c2nc3ccc(C)cc3s2)cc1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL3402505,CCCCOc1ccc(C2C(C(=O)c3ccc4c(c3)OCCO4)=C(O)C(=O)N2c2nc3ccc(Cl)cc3s2)cc1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL3402504,CCCOc1ccc(C2C(C(=O)c3ccc4c(c3)OCCO4)=C(O)C(=O)N2c2nc3ccc(Cl)cc3s2)cc1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL3402503,CCCCOc1ccc(C2C(C(=O)c3ccc4c(c3)OCCO4)=C(O)C(=O)N2c2nc3ccc(C)cc3s2)cc1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL3402502,CCCCOc1ccc(C2C(C(=O)c3ccc4c(c3)OCCO4)=C(O)C(=O)N2c2nc3ccc(Cl)cc3s2)cc1OCC,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL3402501,CC(C)(C)c1ccc(C2C(C(=O)c3ccc4c(c3)OCCO4)=C(O)C(=O)N2c2nc3ccc(Cl)cc3s2)cc1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL3402500,CCCOc1ccc(C2C(C(=O)c3ccc4c(c3)OCCO4)=C(O)C(=O)N2c2nc3ccc(C)cc3s2)cc1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5992807,O=C(Nc1cccc2c1OCCn1nnnc1-2)c1cc(-n2cnc(C3CC3)c2)c(N2C[C@H]3C[C@@H]2CO3)cn1,Bridgehead atoms cause C++ RDKit hang,train
CHEMBL5767018,O=C(Nc1cccc2c1OCCn1nnnc1-2)c1cc(-n2cnc(C3CC3)c2)c(N2C[C@@H]3C[C@H]2CO3)cn1,Bridgehead atoms cause C++ RDKit hang,train
CHEMBL5858945,Cc1ncc(-c2cc(C(=O)Nc3cccc(-c4nnnn4C(C)C)n3)c(F)cc2C)s1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5771353,CC(C)n1cnnc1-c1cccc(N2Cc3ccc(-c4ccc5c(C(=O)O)cnn5c4)cc3C2=O)n1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5793898,C[C@H](CO)n1nnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCN(S(=O)(=O)Nc2ccc(F)cc2)C3)n1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5782702,COc1cc2c(cc1C(=O)Nc1cccc(-c3nnnn3[C@H](C)CO)n1)CN(C(=O)C1CCOCC1)CC2,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5931390,Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3C(C)C)c2)cc1-n1cnc(C2CC2)c1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL4861821,CC(C)n1cnnc1-c1ccc2[nH]nc(-c3cccc(-c4cnn(C5CCOCC5)c4)c3)c2c1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5977033,Cc1nc(-c2cc(C(=O)Nc3cccc(-c4nnnn4C(C)C)n3)c(F)cc2C)cs1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5996851,CC(C)n1cnnc1-c1cccc(NC(=O)c2ccc3cc(N4CCOCC4)cnc3c2)n1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL6014912,Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1C1CC1NC(=O)N1CCC(F)(F)C1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5905516,O=C1c2sc(C3CCOCC3)cc2CN1c1cccc(-c2nncn2C2CC2)n1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5954088,Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3[C@H]3CCC[C@@H]3O)n2)cc1-c1cnn(C2CC2)c1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5984649,Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3[C@@H]3CCC[C@@H]3O)n2)cc1-c1cnn(C2CC2)c1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL6020654,CC(C)n1cnnc1-c1cccc(NC(=O)c2ccc3c(c2)CN(C(=O)OCc2ccccc2)C3)n1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5751658,O=C1Nc2cccc(n2)-c2nncn2CCCCCOc2ccc(N3CC4(COC4)C3)cc21,Bridgehead atoms cause C++ RDKit hang,train
CHEMBL6013734,CC(C)n1cnnc1-c1cccc(NC(=O)c2ccc3c(c2)CN(S(=O)(=O)CCC(F)(F)F)C3)n1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5807789,CCN(C)C(=O)N1Cc2ccc(C(=O)Nc3cccc(-c4nncn4C(C)C)n3)cc2C1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5978702,COCCS(=O)(=O)N1Cc2ccc(C(=O)Nc3cccc(-c4nncn4C(C)C)n3)cc2C1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5902772,CCOC(=O)N1Cc2ccc(C(=O)Nc3cccc(-c4nncn4C(C)C)n3)cc2C1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5824756,CC(C)n1cnnc1-c1cccc(NC(=O)c2ccc3c(c2)CNC3)n1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5902962,COc1cc2c(cc1C(=O)Nc1cccc(-c3nncn3C(C)C)n1)CN(c1cncnc1)CC2,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5841381,CC(C)n1cnnc1-c1cccc(NC(=O)c2cc(Oc3ccc(C4CC4)cn3)ccc2F)n1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL6001549,CC(C)n1cnnc1-c1cccc(NC(=O)c2ccc3ccc(N4CC5(COC5)C4)nc3c2)n1,Spiro atoms cause C++ RDKit hang,train
CHEMBL5209503,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](C[C@H]4OC(=O)C[C@@H](O)[C@]5(C)[C@@H]4[C@@]3(C)CC[C@H]5C(=C)C)[C@@H]12,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5992654,O=C1CN(C(=O)c2ccc3c(c2)CN(c2cccc(-c4nncn4C4CC4)n2)C3=O)CCN1,>2 rings causes RDKit C++ hang - bypassed,train
CHEMBL5772302,Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3[C@H](C)COC(=O)c3ccccc3)n2)cc1-n1cnc(C2CC2)c1,>2 rings causes RDKit C++ hang - bypassed,train
